dimensoes,pilar,tema,subtema,id,ordem_ces,nova_ordem,ordem_floripa_em_nr,orgao_responsavel,indicador,faixa_1,faixa_2,faixa_3,ano,valor
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,DENSIDADE,34,42,37,N/A,IPUF,Quantidade de população por km² de área urbanizada (exclui-se as áreas de agricultura e açudes de mais de 5 km),7.000 - 20.000,4.000–7.000; 20.000–25.000,< 4.000;                                         > 25.000,2016,"5,134"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,DENSIDADE,35,L 8,38,N/A,IPUF,Porcentagem de crescimento demográfico,<1%,"1% - 1,5%","> 1,5%",2016,"1,7"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,ÁREAS VERDE E DE RECREAÇÃO,38,45,41,N/A,IPUF,Quantidade de hectares de áreas verdes permanentes de lazer (de acordo com o Plano Diretor) para cada 100.000 habitantes (população projetada IBGE),> 50,20–50,< 20,2016,"7,313"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,INFRAESTRUTURA DE TRANSPORTE EQUILIBRADA,53,52,57,N/A,SMPIU,Quilômetros de vias públicas por 100 mil habitantes (População projetada do IBGE),< 300,300–400,> 400,2016,"786,65"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,INFRAESTRUTURA DE TRANSPORTE EQUILIBRADA,56,53,60,2.1.2004,SMTI,Quilômetros de vias dedicadas exclusivamente ao  transporte público por 100 mil habitantes (população projetada do IBGE),> 40,10–40,< 10,2016,0
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,INFRAESTRUTURA DE TRANSPORTE EQUILIBRADA,57,54,61,somar: 2.2.2 + 2.2.3 + 2.2.4,SMTI/FNR,"Quilômetros de ciclovias, ciclofaixas e ciclorotas por 100 mil habitantes (população projetada IBGE)",> 25,15–25,< 15,2016,"18,2"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,TRANSPORTE LIMPO,70,57,74,N/A,SMTI,Idade média da frota do transporte público,< 6,6–12,> 12,2016,"5,32"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,TRANSPORTE SEGURO,71,58,75,10.2.2001,SSP/FNR,Vítimas mortais de acidentes de trânsito por 100 mil habitantes,< 10,10–20,> 20,2016,"17,16"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,TRANSPORTE SEGURO,72,NOVO,76,N/A,SMS,Quantidade anual de pessoas hospitalizadas por acidentes de trânsito por 100.000 habitantes (população projetada IBGE),sem valor de referência,Não Informado,Não Informado,2016,"28,18"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,MENOS CONGESTIONAMENTO,74,60,78,2.4.2001,SMTI/FNR,"Número de veículos de uso pessoal (automóveis, SUV's, etc) registrados no DETRAN local (exceto táxis) per capita (população projetada IBGE)","< 0,3","0,3–0,4","> 0,4",2016,"0,45"
URBANO,PROMOÇÃO DO DESENVOLVIMENTO ECONÔMICO LOCAL COMPETITIVO SUSTENTÁVEL,AMBIENTE DE NEGÓCIOS,REG. NEGÓCIOS E INVESTIMENTOS,76,65,80,N/A,SMDECT,Quantidade de dias para abrir uma empresa,< 12,12–20,> 20,2016,3
URBANO,PROMOÇÃO DO DESENVOLVIMENTO ECONÔMICO LOCAL COMPETITIVO SUSTENTÁVEL,TECIDO PRODUTIVO,CRESCIMENTO PRODUTIVO,81,67,85,8.2.2001,SMDECT/SIE/FRN,PIB per capita da cidade (Fonte IBGE - Estatisticas),>US$ 9.000,US$ 3.000–US$ 9.000,< US$ 3.000,2016,"39,056"
URBANO,PROMOÇÃO DO DESENVOLVIMENTO ECONÔMICO LOCAL COMPETITIVO SUSTENTÁVEL,MERCADO LABORAL,DESEMPREGO,85,69,89,8.1.2005,SMTDI/FNR,Taxa de desemprego (Fonte: IBGE - ESTATISTICAS - PNAD Contínua),< 7%,7%–12%,> 12%,2016,"6,4"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,QUALIDADE DO ENSINO,92,79,97,N/A,SME,Quantidade de alunos por professor nas escolas públicas,< 15:1,Entre 15:1 e 25:1,> 25:1,2016,17
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,101,85,104,10.1.2005,SSP/FNR,Quantidade de homicídios por 100 mil habitantes - população projetada pelo IBGE,< 10,10–25,> 25,2016,"16,56"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,105,88,108,N/A,SSP,Roubos por 100 mil habitantes - população projetada pelo IBGE,< 300,300–1.000,> 1.000,2016,696
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,106,89,109,N/A,SSP,Furtos por 100 mil habitantes - população projetada pelo IBGE,< 3.000,3.000–5.000,> 5.000,2016,"2,872"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,ESTRUTURAS DE SEGURANÇA,110,L 20,113,N/A,SSP,Quantidade de CONSEGs ativos,sem valor de referência,Não Informado,Não Informado,2016,14
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,111,NOVO,114,N/A,SMS,Taxa Geral de mortalidade por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2016,"504,25"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,112,NOVO,115,N/A,SMS,Taxa Geral de mortalidade de homens por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2016,"548,27"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,113,NOVO,116,N/A,SMS,Taxa Geral de mortalidade de mulheres por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2016,"462,95"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,114,95,117,3.1.2004,SMS/FNR,Taxa de mortalidade infantil (crianças menores de 5 anos)por 100.000 habitantes (População projetada IBGE),< 20,20 -30,> 30,2016,"06,09"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,115,NOVO,118,N/A,SMS,Taxa de mortalidade Precoce (Anos potenciais de vida perdido - APVP) por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2016,"4769,21"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,116,NOVO,119,N/A,SMS,Taxa de mortalidade por doenças cardovasculares por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2016,"157,67"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,117,NOVO,120,N/A,SMS,Taxa de mortalidade por neoplasias por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2016,"125,4"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,118,NOVO,121,N/A,SMS,"Taxa de mortalidade por causas externas (acidentes, crimes, etc.) por 100.000 habitantes (População projetada IBGE)",sem valor de referência,Não Informado,Não Informado,2016,"42,89"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,119,NOVO,122,N/A,SMS,Taxa de internação de adultos por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2016,"5507,94"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,120,NOVO,123,N/A,SMS,Taxa de internação de crianças por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2016,"3603,77"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,121,NOVO,124,N/A,SMS,"Taxa de internação por causas externas (acidentes, crimes, etc. ) por 100.000 habitantes (População projetada IBGE)",sem valor de referência,Não Informado,Não Informado,2016,"547,54"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,122,NOVO,125,N/A,SMS,Taxa de internação por doenças cardiovasculares por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2016,"540,12"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,123,NOVO,126,N/A,SMS,Taxa de internação por neoplasias por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2016,"469,28"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,124,L 22,127,N/A,SMS,Prevalência de Diabetes Millitus: Percentual da população atendida nos hospitais e postos de Saúde pública que tem diabetes - População projetada pelo IBGE,sem valor de referência,Não Informado,Não Informado,2016,"6,71"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,125,L 23,128,3.1.2009,SMS/FNR,"Prevalência de obesidade: Percentual de indivíduos, com Índice de Massa Corporal (IMC) maior ou igual a 25 (População projetada pelo IBGE)",sem valor de referência,Não Informado,Não Informado,2016,"13,52"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,126,L 24,129,N/A,SMS,Prevalência de Hipertensão: Percentual de pessoas com  diagnóstico de hipertensão (População projetada pelo IBGE),"Abaixo de 5,7%","5,7% a 7,14%",Acima de 10%,2016,"22,2"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,OFERTA DE SERVIÇOS DE SAÚDE,127,96,130,3.1.2003,SMS/FNR,Quantidade de médicos por 100 mil habitantes (População projetada pelo IBGE),> 200,75 - 200,< 75,2016,"1719,12"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,OFERTA DE SERVIÇOS DE SAÚDE,128,97,131,N/A,SMS,"Quantidade de leitos de hospital por 100 mil habitantes, em hospitais públicos e privados",> 100,50 - 100,< 50,2016,"318,14"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,OFERTA DE SERVIÇOS DE SAÚDE,129,NOVO,132,N/A,SMS,Quantidade de leitos de UTI em hospitais públicos e privados,sem valor de referência,Não Informado,Não Informado,2016,"40,42"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,OFERTA DE SERVIÇOS DE SAÚDE,132,NOVO,135,N/A,SMS,Cobertura de saúde da família: Média/mês de residências atendidas na modalidade de saúde da família,Sem valor de referência,Não Informado,Não Informado,2016,100
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,OFERTA DE SERVIÇOS DE SAÚDE,135,L 21,138,N/A,SMS,Cobertura de vacinas,sem valor de referência,Não Informado,Não Informado,2016,"53,83"
FISCAL,MECANISMOS ADEQUADOS DE GOVERNO,TRANSPARÊNCIA,TRANSPARÊNCIA E AUDITORIA DA GESTÃO PÚBLICA,164,114,,N/A,Controladoria Geral do Município,Índice de transparência: Consultar transparência internacional Brasil,> 6,"3,0 - 6,0",< 3,2016,"02,08"
FISCAL,GESTÃO ADEQUADA DA RECEITA,IMPOSTOS E AUTONOMIA FINANCEIRA,RECEITAS E IMPOSTOS MUNICIPAIS,165,118,168,9.2.2006,SMF/FNR,"Receita própria: Porcentagem da receita do governo municipal proveniente de tributos (tarifas, encargos e impostos) permitidos pela lei em relação à receita total.",Comparar com as metas da PMF,Não Informado,Não Informado,2016,"64,79"
FISCAL,GESTÃO ADEQUADA DA RECEITA,IMPOSTOS E AUTONOMIA FINANCEIRA,RECEITAS E IMPOSTOS MUNICIPAIS,166,119,169,N/A,SMF,Porcentagem das transferências totais recebidas de outros níveis de governo em relação a receita total.,Comparado com diferentes cidades - sem padrão - fazer parâmetro em SC,Não Informado,Não Informado,2016,"36,4"
FISCAL,GESTÃO ADEQUADA DA RECEITA,IMPOSTOS E AUTONOMIA FINANCEIRA,RECEITAS E IMPOSTOS MUNICIPAIS,167,120,170,N/A,SMF,Porcentagem das transferências recebidas destinadas a usos específicos (pré-definidos) em relação as transferências totais,Comparado com diferentes cidades - sem padrão - fazer parâmetro em SC,Não Informado,Não Informado,2016,"26,64"
FISCAL,GESTÃO ADEQUADA DA RECEITA,IMPOSTOS E AUTONOMIA FINANCEIRA,RECEITAS E IMPOSTOS MUNICIPAIS,168,121,171,N/A,SMF,Porcentagem das receitas de fontes externas ao governo municipal (excluindo-se receita própria e transferências) em relação a receita total,Comparado com diferentes cidades - sem padrão - fazer parâmetro em SC,Não Informado,Não Informado,2016,"35,2"
FISCAL,GESTÃO ADEQUADA DAS DESPESAS,GESTÃO DO GASTO PÚBLICO,QUALIDADE DO GASTO PÚBLICO,176,126,179,N/A,SMF (Siconfi-TCE/SC),Porcentagem dos gastos correntes em relação aos gastos totais,Comparado com diferentes cidades - sem padrão - fazer parâmetro em SC,Não Informado,Não Informado,2016,"103,7"
FISCAL,GESTÃO ADEQUADA DAS DESPESAS,GESTÃO DO GASTO PÚBLICO,QUALIDADE DO GASTO PÚBLICO,177,127,180,9.2.2005,SMF/FNR,Despesas de capital como porcentagem do total de gastos: Percentual de investimentos em ativo fixo (despesas de capital) em relação aos gastos totais,Comparado com diferentes cidades - sem padrão - fazer parâmetro em SC,Não Informado,Não Informado,2016,10
FISCAL,GESTÃO ADEQUADA DAS DESPESAS,GESTÃO DO GASTO PÚBLICO,QUALIDADE DO GASTO PÚBLICO,178,128,181,N/A,SMF,Taxa média de crescimento anual do gasto corrente: Porcentagem de variação no ano dos gastos correntes,< 0,0 - IPCA,> IPCA,2016,"5,99"
FISCAL,GESTÃO ADEQUADA DAS DESPESAS,GESTÃO DO GASTO PÚBLICO,QUALIDADE DO GASTO PÚBLICO,179,L 1,182,N/A,SMF,Despesa de pessoal/Receita corrente líquida: percentual da depesas totais (salário + engargos + vales transporte e alimentação + plano de saúde) e de pessoal em relação a receita corrente líquida,"< 51,3%","51,3% a 54%",> 54%,2016,"57,19"
FISCAL,Gestao Adequada da Divida,Divida,SUSTENTABILIDADE DA DÍVIDA,181,131,184,9.2.2004,SMF/FNR,Crescimento do serviço da dívida: Porcentagem dos juros da dívida em relação a receita própria,< 5%,5% - 10%,> 10%,2016,"6,89"
FISCAL,Gestao Adequada da Divida,Divida,SUSTENTABILIDADE DA DÍVIDA,182,132,185,N/A,SMF,Crescimento da dívida: Porcentagem de crescimento da dívida (Emprestimos de curto e longo prazo),A taxa de crescimento real anual é negativa,A taxa de crescimento real anual está entre 0% e 2%,A taxa de crescimento real anual é superior a 2%,2016,"4,35"
FISCAL,Gestao Adequada da Divida,Divida,LEI DE RESPONSABILIDADE FISCAL,183,L 2,186,N/A,SMF,Dívida consolidada líquida/Receita corrente líquida: Porcentagem da dívida consolidada líquida em relação a receita corrente líquida,< 50%,50% a 60%,> 60%,2016,"6,89"
FISCAL,Gestao Adequada da Divida,Divida,LEI DE RESPONSABILIDADE FISCAL,184,L 3,187,N/A,SMF,Operação de Crédito/Receita Corrente Líquida:Porcentagem do valor das operações de crédito contratadas no ano em relação a receita corrente líquida,Menor 10%,Entre 10 e 16%,Acima 16%,2016,"0,36"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ÁGUA,COBERTURA DE ÁGUA,1,1,1,7.1.2001,CASAN/FNR,Porcentagem de pessoas com serviço de abastecimento de água potável em relação à população total do município,> 90%–100%,75%–90%,< 75%,2017,100
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ÁGUA,EFICIÊNCIA NO USO DA ÁGUA,2,2,2,7.1.2005,CASAN/FNR,Quantidade total do consumo de água em litros por dia dividida pelo total da população. Inclui uso não doméstico.,120–200,80–120 ou 200–250,< 80 ou > 250,2017,"167,61"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ÁGUA,EFICIÊNCIA NO SERVIÇO DE ABASTECIMENTO DE ÁGUA,3,3,3,N/A,CASAN,Média anual de horas/dia em que há o fornecimento contínuo de água.,> 20 h/dia,12–20 h/dia,< 12 h/dia,2017,"23,44"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ÁGUA,EFICIÊNCIA NO SERVIÇO DE ABASTECIMENTO DE ÁGUA,4,4,4,7.1.2004,CASAN/FNR,Qualidade da água: Porcentagem do número total de testes conformes em relação ao número total de testes de qualidade de água tratada realizados.,> 97%,90%–97%,< 90%,2017,"94,75"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ÁGUA,EFICIÊNCIA NO SERVIÇO DE ABASTECIMENTO DE ÁGUA,5,5,5,7.1.2006,CASAN/FNR,Água não contabilizada = Índice de perdas na distribuição de água.,0%–30%,30%–45%,> 45%,2017,"31,92"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ÁGUA,EFICIÊNCIA NO SERVIÇO DE ABASTECIMENTO DE ÁGUA,6,6,6,N/A,SDE/SEMA,Número remanescente de anos de saldo hídrico positivo (volume de água disponível dividido pelo consumo anual real (faturado + perdido).,> 10,5–10,< 5,2017,3
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,SANEAMENTO E DRENAGEM,COBERTURA DE SANEAMENTO,7,7,7,N/A,CASAN,Porcentagem de moradias com ligação ao sistema de esgoto,> 75%,75%–60%,< 60%,2017,"55,13"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,SANEAMENTO E DRENAGEM,TRATAMENTO DE ÁGUA RESIDUÁRIAS,8,8,8,N/A,CASAN,Porcentagem de águas residuais ou efluente (águas de esgoto) tratadas: total de m³ de águas residuais que entram anualmente nas estações de tratamento dividido pelo total de m³ de água faturadas.,> 60%,40%–60%,< 40%,2017,"55,13"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,COBERTURA COLETA DE RESÍDUOS SÓLIDOS,10,10,10,N/A,COMCAP,Porcentagem das moradias com coleta regular de resíduos sólidos.,90%–100%,80%–90%,< 80%,2017,100
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,VOLUME DE RESIDUOS SÓLIDOS,11,L 5,11,N/A,COMCAP,"Toneladas totais de resíduos sólidos recolhidos (lixo convencional, coleta seletiva, lixo hospitalar, lixo pesado).",Sem valor de referência,Não Informado,Não Informado,2017,"203,262"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,DISPOSIÇÃO FINAL DOS RESÍDUOS SÓLIDOS,13,11,13,7.3.2005,COMCAP/FNR,Porcentagem de resíduos sólidos municipais depositados em aterros sanitários,<35%,36%- 50%,> 50%,2017,"93,83"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,DISPOSIÇÃO FINAL DOS RESÍDUOS SÓLIDOS,14,12,14,N/A,COMCAP,Vida remanescente útil das instalações de aterro sanitário,> 8,5–8,< 5,2017,4
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,TRATAMENTO DOS                                                                    RESÍDUOS SÓLIDOS,15,14,15,N/A,COMCAP,Porcentagem de resíduos sólidos municipais compostados pela Prefeitura,> 20%,5%–20%,< 5%,2017,16
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,TRATAMENTO DOS                                                                    RESÍDUOS SÓLIDOS,16,15,16,7.3.2004,COMCAP/FNR,Porcentagem de resíduos sólidos separados e classificados para reciclagem,> 25%,15%–25%,< 15%,2017,"6,17"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,TRATAMENTO DOS                                                                    RESÍDUOS SÓLIDOS,17,16,17,7.3.2006,COMCAP/FNR,Porcentagem de resíduos sólidos tratados em usinas de geração de energia a partir de resíduos em relação ao total de resíduos sólidos produzidos.,> 20 %,10%- 19%,< 10%,2017,0
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ENERGIA,COBERTURA ENERGÉTICA,18,17,18,N/A,CELESC,Porcentagem de domicílios(residenciais) com ligação autorizada à energia elétrica,90%–100%,70%–90%,< 70%,2017,"210,707"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ENERGIA,EFICIÊNCIA ENERGÉTICA,21,21,22,N/A,CELESC,Consumo anual de eletricidade por cliente residencial em Kw/h,1500–3500 kWh/por domicílio/ano,"900–1500 kWh/por domicílio/ano
3500–5000 kWh/por domicílio/ano","< 900 kWh/por domicílio/ano
> 5000 kWh/por domicílio/ano",2017,"2,726"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ENERGIA,ENERGIA ALTERNATIVA E RENOVÁVEL,23,,25,7.4.2004,CELESC /FNR,Energia proveniente de fontes renováveis (porcentagem),> 50%,20%–50%,< 20%,2017,"80,4"
AMBIENTAL,MITIGAÇÃO DOS GASES DE EFEITO ESTUFA E OUTRAS FORMAS DE CONTAMINAÇÃO,MITIGAÇÃO DA MUDANÇA CLIMÁTICA,EMISSÕES TOTAIS DE GEE,26,29,28,6.3.2003,FLORAM/FNR,Emissões de GEE -Toneladas per capita (População projetada do IBGE),< 5,5–10,> 10,2017,"2,17"
AMBIENTAL,REDUÇÃO DA VULNERABILIDADE DIANTE DE DESASTRES NATURAIS E ADAPTAÇÃO À MUDANÇA DO CLIMA,VULNERABILIDADE FRENTE A DESASTRES NATURAIS NO CONTEXTO DA MUDANÇA CLIMÁTICA,CAPACIDADE DE ADAPTAÇÃO À MUDANÇA CLIMÁTICA E A EVENTOS NATURAIS EXTREMOS,29,34,31,N/A,SMSP,"Porcentagem das áreas de risco e vulnerabilidades da cidade (áreas de risco de deslizamento, de inundação costeira e pluvial, de vulnerabilidade social, de interrupções das pontes, de secas com comprometimento de abastecimento de água, apagões e de congestionamento viário extremo) que possuem planos de contingência adequados e atualizados.",acima de 90%,"de 60 a 89,99%",abaixo de 60%,2017,12
AMBIENTAL,REDUÇÃO DA VULNERABILIDADE DIANTE DE DESASTRES NATURAIS E ADAPTAÇÃO À MUDANÇA DO CLIMA,VULNERABILIDADE FRENTE A DESASTRES NATURAIS NO CONTEXTO DA MUDANÇA CLIMÁTICA,CAPACIDADE DE ADAPTAÇÃO À MUDANÇA CLIMÁTICA E A EVENTOS NATURAIS EXTREMOS,30,35,32,N/A,SMSP,Porcentagem dos planos de contingência de riscos que possui alerta precoce,acima de 90%,"de 60 a 89,99%",abaixo de 60%,2017,3
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,DENSIDADE,33,41,36,N/A,IPUF,Porcentagem de crescimento anual da quilometragem da malha urbana,< 3%,3%–5%,> 5%,2017,"0,16"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,DENSIDADE,34,42,37,N/A,IPUF,Quantidade de população por km² de área urbanizada (exclui-se as áreas de agricultura e açudes de mais de 5 km),7.000 - 20.000,4.000–7.000; 20.000–25.000,< 4.000;                                         > 25.000,2017,"4,957"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,DENSIDADE,35,L 8,38,N/A,IPUF,Porcentagem de crescimento demográfico,<1%,"1% - 1,5%","> 1,5%",2017,"1,68"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,Não Informado,37,44,40,N/A,SMDU,Déficit de moradias quantitativo,< 10%,10%–25%,> 20%,2017,"7,6"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,ÁREAS VERDE E DE RECREAÇÃO,38,45,41,N/A,IPUF,Quantidade de hectares de áreas verdes permanentes de lazer (de acordo com o Plano Diretor) para cada 100.000 habitantes (população projetada IBGE),> 50,20–50,< 20,2017,"6,74"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,Não Informado,41,L 10,44,6.1.2001,FLORAM,Áreas naturais protegidas: porcentagem de Unidades de Conservação (UC) com plano de manejo.,acima de 90%,"de 60 a 89,99%",abaixo de 60%,2017,56
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,USO DO SOLO / ORDENAMENTO TERRITORIAL,PLANEJAMENTO DO SOLO,43,L 4,46,1.9.2001,SMPIU,Porcentagem de área parcelada irregularmente sobre área urbanizável. (Floripa em Números = Núcelos Urbanos informais),< 10%,10% - 25%,> 25%,2017,"50,39"
